"Address","Zip","2016-2020","2021-2025","change","perct_change"
"2612 NELDIA CT",37206,1,0,-1,-100
"2613 WEST END AV",37203,1,0,-1,-100
"2614 BELMONT BLVD",37212,1,0,-1,-100
"2614 BUCHANAN ST",37208,1,0,-1,-100
"2614 LEBANON PIKE",37214,1,0,-1,-100
"2615 LAKELAND DR",37214,1,0,-1,-100
"2616 8TH AV S",37204,1,0,-1,-100
"2616 TAIGANS CT",37218,1,0,-1,-100
"2617 GRANDVIEW AV",37211,1,0,-1,-100
"2618 BRICK CHURCH PIKE",37207,1,0,-1,-100
"2618 HOBSON PIKE",37013,1,0,-1,-100
"2619 FRANKLIN PKE",37204,1,0,-1,-100
"2619 GALLATIN PIKE",37216,1,0,-1,-100
"2619 PENNINGTON AV",37216,1,0,-1,-100
"262 MOUNTAINHIGH DR",37013,1,0,-1,-100
"262 TANGLEWOOD CT",37211,1,0,-1,-100
"2620 DELK AVE",37208,1,0,-1,-100
"2620 THICKET RIDGE CT",37076,1,0,-1,-100
"2621 DELK AVE",37208,1,0,-1,-100
"2621 PENNINGTON BEND RD",37214,1,0,-1,-100
"2623 OLD BUENA VISTA RD",37218,9,8,-1,-11
"2624 ESSEX PL",37212,1,0,-1,-100
"2624 GALLATIN AVE",37206,1,0,-1,-100
"2624 MUSIC VALLEY DR",37214,1,0,-1,-100
"2624 RIVER MEADE WAY",37214,1,0,-1,-100
"2625 LEBANON PIKE",37214,2,1,-1,-50
"2627 Nolensville pike",37211,1,0,-1,-100
"2628 BOWWATER LN",37013,1,0,-1,-100
"2629 LEBANON PKE",37214,1,0,-1,-100
"263 HICKORY TRACE DR",37211,1,0,-1,-100
"2630 ELM HILL PKE",37214,1,0,-1,-100
"2632 EDGE O LAKE DR",37217,1,0,-1,-100
"2632 JORDAN RIDGE DR",37218,1,0,-1,-100
"2633 OLD BUENA VISTA RD",37218,1,0,-1,-100
"2636 ELM HILL PKE",37214,1,0,-1,-100
"2636 SOMERSET DR",37217,1,0,-1,-100
"2637 OLD MATTHEWS RD",37207,1,0,-1,-100
"264 BRITISH WOODS DR",37217,1,0,-1,-100
"264 CARRIAGE DR",37221,1,0,-1,-100
"264 EISENHOWER DR",37211,1,0,-1,-100
"264 HAYNES PARK DR",37218,1,0,-1,-100
"264 HERMITAGE AVE",37210,1,0,-1,-100
"2641 SOMERSET DR",37217,1,0,-1,-100
"2644 JORDAN RIDGE DR",37218,1,0,-1,-100
"2645 8TH AVE S",37204,1,0,-1,-100
"2645 MCGAVOCK PIKE",37214,1,0,-1,-100
"265 COBBLESTONE PLACE DR",37072,1,0,-1,-100
"265 E OLD HICKORY BLVD",37115,4,3,-1,-25
"265 ELM ST",37115,1,0,-1,-100
"2652 SOLON DR",37206,1,0,-1,-100
"2653 MURFREESBORO PKE",37013,1,0,-1,-100
"2656 SOLON DR",37206,1,0,-1,-100
"2657 COMBS DR",37207,2,1,-1,-50
"2658 FOREST VIEW DR",37013,1,0,-1,-100
"266 DONELSON PIKE",37214,1,0,-1,-100
"2660 WOODBERRY DR",37214,1,0,-1,-100
"2661 BARCLAY DR",37206,1,0,-1,-100
"2662 FOREST VIEW DR",37013,1,0,-1,-100
"2669 MURFREESBORO PIKE",37013,1,0,-1,-100
"267 HICKORY HOLLOW PL",37013,1,0,-1,-100
"267 HICKORY TRACE DR",37211,1,0,-1,-100
"267 WILOWEN DR",37210,1,0,-1,-100
"2671 MURFREESBORO PKE",37013,1,0,-1,-100
"2672 PINE RIDGE DR",37207,1,0,-1,-100
"268 CHIMNEYTOP DR",37013,1,0,-1,-100
"268 HICKORY HOLLOW PL",37013,1,0,-1,-100
"2684 ELM HILL PKE",37214,1,0,-1,-100
"2686 AVERY PARK DR",37013,1,0,-1,-100
"269 CUMBERLAND BND",37228,2,1,-1,-50
"269 HERMITAGE AV",37210,1,0,-1,-100
"269 WHITE BRIDGE PKE",37209,1,0,-1,-100
"2691 OLD MATTHEWS RD",37207,1,0,-1,-100
"26TH AV N / BOOKER ST",37208,1,0,-1,-100
"26TH AV N / CLARKSVILLE PIKE",37208,1,0,-1,-100
"26TH AV N / JEFFERSON ST",37208,1,0,-1,-100
"27 ANNANDALE",37215,1,0,-1,-100
"270 DELVIN DR",37013,1,0,-1,-100
"2700 BRICK CHURCH PIKE",37207,1,0,-1,-100
"2700 CHARLOTTE AV",37209,1,0,-1,-100
"2700 DEERFIELD DR",37208,1,0,-1,-100
"2700 EDEN ST",37208,1,0,-1,-100
"2700 NOLENSVILLE PKE",37210,1,0,-1,-100
"2700 W HEIMAN ST",37208,1,0,-1,-100
"2701 BRUNSWICK DR",37207,1,0,-1,-100
"2701 GRANDVIEW AV",37211,1,0,-1,-100
"2701 MURFREESBORO PIKE",37013,1,0,-1,-100
"2701 ONEAL DR",37208,1,0,-1,-100
"2701 PRIEST LAKE DR",37217,1,0,-1,-100
"2704 DONNA HILL DR",37214,1,0,-1,-100
"2704 JENKINS ST",37208,1,0,-1,-100
"2704 MURFREESBORO PKE",37217,1,0,-1,-100
"2705 DICKERSON PKE",37207,1,0,-1,-100
"2705 LEBANON PIKE",37214,1,0,-1,-100
"2705 VANCE AVE",37208,1,0,-1,-100
"2706 BOOKER ST",37208,1,0,-1,-100
"2706 GLENROSE AV",37210,1,0,-1,-100
"2706 ONEAL DR",37208,1,0,-1,-100
"2706 VANCE AV",37208,1,0,-1,-100
"2707 SCOVEL ST",37208,1,0,-1,-100
"2708 JEFFERSON ST",37208,1,0,-1,-100
"2708 PRIEST LAKE DR",37217,1,0,-1,-100
"2708 WELLMAN DR",37214,1,0,-1,-100
"2709 WESTERN HILLS DR.",37214,1,0,-1,-100
"2710 BRONTE AVE",37216,1,0,-1,-100
"2710 DICKERSON PKE",37207,1,0,-1,-100
"2710 OLD MATTHEWS RD",37207,1,0,-1,-100
"2711 BRUNSWICK DR",37207,1,0,-1,-100
"2711 FOSTER AV",37210,1,0,-1,-100
"2711 OLD MATTHEWS RD",37207,1,0,-1,-100
"2712 JONES AVE",37207,1,0,-1,-100
"2712 NOLENSVILLE PKE",37210,1,0,-1,-100
"2712 RIVERBEND DR",37214,1,0,-1,-100
"2713 MURFREESBORO PIKE",37013,1,0,-1,-100
"2714 9TH AVE S",37204,1,0,-1,-100
"2714 MORGAN RD",37080,1,0,-1,-100
"2715 DEERFIELD DR",37208,1,0,-1,-100
"2715 TUCKER RD",37218,1,0,-1,-100
"2716 DONNA HILL DR",37214,1,0,-1,-100
"2716 MASHBURN RD",37210,1,0,-1,-100
"2716 SANDY DR",37216,1,0,-1,-100
"2716 WESTERN HILLS DR",37214,1,0,-1,-100
"2717 ELM HILL PIKE",37214,1,0,-1,-100
"2718 MCCAMPBELL AV",37214,1,0,-1,-100
"2719 MCKEIGE DR",37214,1,0,-1,-100
"272 YELTON CT",37211,1,0,-1,-100
"2721 CLARKSVILLE PKE",37208,1,0,-1,-100
"2721 WINDCREST TRL",37013,1,0,-1,-100
"2722 BATAVIA ST",37208,1,0,-1,-100
"2722 DRUID DR",37210,1,0,-1,-100
"2722 HERMAN ST",37208,1,0,-1,-100
"2722 MOSSDALE DR",37217,1,0,-1,-100
"2722 MURFREESBORO PIKE",37013,1,0,-1,-100
"2723 LIVE OAK RD",37210,1,0,-1,-100
"2723 MURFREESBORO PKE",37013,1,0,-1,-100
"2724 MURFREESBORO PKE",37013,1,0,-1,-100
"2724 RIVERBEND DR",37214,1,0,-1,-100
"2724 TUCKER RD",37218,1,0,-1,-100
"2725 BISON CT",37013,1,0,-1,-100
"2726 COMBS DR",37207,2,1,-1,-50
"2729 LAKELAND DR",37214,1,0,-1,-100
"273 CLEARLAKE DR W",37217,1,0,-1,-100
"2730 COUCHVILLE PIKE",37214,2,1,-1,-50
"2730 HERMAN ST",37208,1,0,-1,-100
"2730 LEBANON PKE",37214,1,0,-1,-100
"2730 UNION HILL RD",37080,1,0,-1,-100
"2732 MOSSDALE DR",37217,1,0,-1,-100
"2733 MCCAMPBELL AV",37214,1,0,-1,-100
"2735 LEBANON PIKE",37214,1,0,-1,-100
"2736 ANDERSON RD",37217,1,0,-1,-100
"2736 MORGAN RD",37080,1,0,-1,-100
"2736 WINDCREST TRL",37013,1,0,-1,-100
"274 HARDING PL",37205,1,0,-1,-100
"2741 MURFREESBORO PKE",37013,1,0,-1,-100
"2745 COMBS DR",37207,2,1,-1,-50
"275 BELL RD",37217,1,0,-1,-100
"275 CATHY JO DR",37211,1,0,-1,-100
"275 DELLWAY VILLA RD",37207,1,0,-1,-100
"2753 RIVERBEND DR",37214,1,0,-1,-100
"2754 OLD MATTHEWS RD",37207,1,0,-1,-100
"2759 MURFREESBORO PKE",37013,1,0,-1,-100
"276 CHEROKEE STATION DR",37209,1,0,-1,-100
"276 HICKORY HOLLOW PL",37013,1,0,-1,-100
"276 SAILBOAT DR",37217,1,0,-1,-100
"2761 ROSEDALE PL",37211,1,0,-1,-100
"277 CLIFFDALE RD",37214,1,0,-1,-100
"277 GLEAVES ST",37115,1,0,-1,-100
"2770 ANDERSON RD",37217,1,0,-1,-100
"2770 OLD MATTHEWS RD",37207,2,1,-1,-50
"2776 WATERSVIEW DR",37217,1,0,-1,-100
"278 TRAILS CIR",37214,1,0,-1,-100
"2781 PENNINGTON BEND RD",37214,1,0,-1,-100
"2787 MURFREESBORO PKE",37013,1,0,-1,-100
"2791 MURFREESBORO PIKE",37013,1,0,-1,-100
"2791 MURFREESBORO PKE",37013,1,0,-1,-100
"27TH AV N / HERMAN ST",37208,1,0,-1,-100
"28 UNIVERSITY CT",37210,1,0,-1,-100
"2800 GALLATIN PKE",37216,1,0,-1,-100
"2800 LEBANON PKE",37214,1,0,-1,-100
"2801 ELLIOTT DR",37138,1,0,-1,-100
"2804 BRIGHTWOOD AVE",37212,1,0,-1,-100
"2804 ELLIOTT DR",37138,1,0,-1,-100
"2804 ELM HILL PIKE",37214,1,0,-1,-100
"2804 GALLATIN PIKE",37216,1,0,-1,-100
"2804 VISTA LN",37207,1,0,-1,-100
"2804 W END AVE",37203,1,0,-1,-100
"2805 CREEKVIEW DR",37217,1,0,-1,-100
"2805 DELAWARE AVE",37209,1,0,-1,-100
"2805 HYDES FERRY RD",37218,1,0,-1,-100
"2805 NOLENSVILLE PKE",37211,1,0,-1,-100
"2807 FORTLAND DR",37206,1,0,-1,-100
"2809 CHAPELWOOD DR",37076,1,0,-1,-100
"2809 COLUMBINE PL",37204,1,0,-1,-100
"2809 GLENOAKS DR",37214,1,0,-1,-100
"2809 TORBETT ST",37209,1,0,-1,-100
"2811 DELAWARE AVE",37209,1,0,-1,-100
"2813 BLUE BRICK DR",37214,1,0,-1,-100
"2813 BRICK CHURCH PKE",37207,1,0,-1,-100
"2813 DICKERSON PKE",37207,1,0,-1,-100
"2813 GEAR ST",37216,1,0,-1,-100
"2813 LOUISE RUSSELL DR",37013,1,0,-1,-100
"2815 BRONTE AV",37216,1,0,-1,-100
"2815 ERIN LN",37221,1,0,-1,-100
"2815 LEBANON PKE",37214,1,0,-1,-100
"2815 SMITH SPRINGS RD",37217,1,0,-1,-100
"2816 TORBETT ST",37209,1,0,-1,-100
"2817 BRONTE AVE",37216,1,0,-1,-100
"2817 PADEN DR",37206,1,0,-1,-100
"2817 RURAL HILL CIR",37217,1,0,-1,-100
"2820 DICKERSON PKE",37207,1,0,-1,-100
"2820 VISTA LN",37207,1,0,-1,-100
"2821 DICKERSON PIKE",37207,1,0,-1,-100
"2821 JONES AV",37207,1,0,-1,-100
"2821 LEBANON PIKE",37214,1,0,-1,-100
"2821 MOSSDALE DR",37217,1,0,-1,-100
"2821 MURFREESBORO PKE",37013,1,0,-1,-100
"2823 HODY DR",37206,1,0,-1,-100
"2824 GALLATIN PKE",37216,1,0,-1,-100
"2824 RADER RIDGE CT",37013,1,0,-1,-100
"2827 WHITES CREEK PIKE",37207,1,0,-1,-100
"2828 BRANSFORD AVE",37204,1,0,-1,-100
"2828 GALLATIN PIKE",37216,1,0,-1,-100
"2828 SURREY RD",37214,1,0,-1,-100
"2829 COLUMBINE PL",37204,1,0,-1,-100
"283 GARRY DR",37211,1,0,-1,-100
"2833 BRONTE AVE",37216,1,0,-1,-100
"2835 BRUNSWICK DR",37207,1,0,-1,-100
"2849 COLONIAL CIR",37214,1,0,-1,-100
"2849 LERA JONES DR",37013,1,0,-1,-100
"285 BELL RD",37217,1,0,-1,-100
"285 STAR BLVD",37115,1,0,-1,-100
"2850 SURREY RD",37214,1,0,-1,-100
"2851 CREEKBEND DR",37207,1,0,-1,-100
"2854 MCGAVOCK PIKE",37214,1,0,-1,-100
"2864 ELM HILL PIKE",37214,1,0,-1,-100
"2866 IVEY POINT RD",37072,1,0,-1,-100
"2867 CREEKBEND DR",37207,1,0,-1,-100
"2872 CREEKVIEW DR",37217,1,0,-1,-100
"288 TANGLEWOOD CT",37211,1,0,-1,-100
"288 WILLIAMS AVE",37115,1,0,-1,-100
"2881 PADDLE WHEEL DR",37214,1,0,-1,-100
"2881 WHITEBIRCH DR",37076,1,0,-1,-100
"289 BELL RD",37217,2,1,-1,-50
"289 BRIDGEWAY CIR",37211,1,0,-1,-100
"289 DELLWAY VILLA RD",37207,1,0,-1,-100
"28TH AV N / BUCHANAN ST",37208,1,0,-1,-100
"28TH AV N / PARK PLZ",37203,1,0,-1,-100
"28TH ST / ELLIOTT DR",37138,1,0,-1,-100
"29 HERMITAGE AV",37210,1,0,-1,-100
"2900 BLACKWOOD DR",37214,1,0,-1,-100
"2900 FELICIA ST",37209,1,0,-1,-100
"2900 HAMILTON CHURCH RD",37013,8,7,-1,-12
"2900 LYNDALE DR",37207,1,0,-1,-100
"2900 WINDEMERE CIR",37214,1,0,-1,-100
"2901 BELL RD",37217,1,0,-1,-100
"2901 SUNSET DR",37207,1,0,-1,-100
"2902 JONES AVE",37207,1,0,-1,-100
"2903 BRANCH CT",37216,1,0,-1,-100
"2903 FRANKLIN PIKE",37204,1,0,-1,-100
"2903 WINGATE AVE",37211,1,0,-1,-100
"2905 EASTLAND AVE",37206,1,0,-1,-100
"2905 ELLINGTON CIR",37211,1,0,-1,-100
"2905 OWENDALE DR",37013,1,0,-1,-100
"2907 GALLATIN PKE",37216,1,0,-1,-100
"2907 WESTMORELAND DR",37212,1,0,-1,-100
"2908 CLARE AVE",37209,1,0,-1,-100
"2908 HILLHURST DR",37207,1,0,-1,-100
"2908 WOODLAWN DR",37215,1,0,-1,-100
"2908 WOODYMORE CT",37013,1,0,-1,-100
"2909 GALLATIN PIKE",37216,1,0,-1,-100
"2909 LAKELAND DR",37214,1,0,-1,-100
"291 LARGO DR",37211,1,0,-1,-100
"2910 CLARKSVILLE PIKE",37218,1,0,-1,-100
"2910 ROGERS CT",37013,1,0,-1,-100
"2910 SUSAN DR",37214,1,0,-1,-100
"2911 BERRY HILL DR",37204,1,0,-1,-100
"2911 HARLIN DR",37211,1,0,-1,-100
"2911 MURRAY CIR",37216,1,0,-1,-100
"2912 BRANTLEY DR",37013,1,0,-1,-100
"2912 CLIFTON AV",37209,1,0,-1,-100
"2912 LAKELAND DR",37214,2,1,-1,-50
"2912 MOSSDALE DR",37013,1,0,-1,-100
"2912 TWIN LAWN DR",37214,1,0,-1,-100
"2912 WINGATE AVE",37211,1,0,-1,-100
"2914 DICKERSON PIKE",37207,3,2,-1,-33
"2914 SHEANA WAY",37013,1,0,-1,-100
"2916 FELICIA ST",37209,1,0,-1,-100
"2916 MOSSDALE DR",37013,1,0,-1,-100
"2916 TWIN LAWN DR",37214,1,0,-1,-100
"2919 DICKERSON PIKE",37207,1,0,-1,-100
"2921 HIGH RIGGER DR",37217,1,0,-1,-100
"2921 RICH ACRES DR",37207,1,0,-1,-100
"2924 LEBANON PIKE",37214,1,0,-1,-100
"2925 BABY RUTH LN",37013,1,0,-1,-100
"2929 DICKERSON PKE",37207,1,0,-1,-100
"2929 DONNA HILL DR",37214,1,0,-1,-100
"2929 OLD FRANKLIN RD",37013,4,3,-1,-25
"2930 OLD FRANKLIN RD",37013,1,0,-1,-100
"2931 ELM HILL PIKE",37214,1,0,-1,-100
"2931 WINGATE AV",37211,1,0,-1,-100
"2932 TRELOAR WAY",37076,1,0,-1,-100
"2932 TWIN LAWN DR",37214,1,0,-1,-100
"2933 FERNBROOK LN",37214,1,0,-1,-100
"2934 GLENMEADE DR",37216,1,0,-1,-100
"2935 NOLENSVILLE PKE",37211,1,0,-1,-100
"2936 HARBOR LIGHTS DR",37217,1,0,-1,-100
"2936 NOLENSVILLE PKE",37211,1,0,-1,-100
"2937 RICH ACRES DR",37207,1,0,-1,-100
"2938 HARLIN DR",37211,1,0,-1,-100
"2938 MCGAVOCK PIKE",37214,1,0,-1,-100
"2940 BABY RUTH LN",37013,3,2,-1,-33
"2940 HIGH RIGGER DR",37217,1,0,-1,-100
"2940 HILLHURST DR",37207,1,0,-1,-100
"2942 LEATHERWOOD DR",37214,1,0,-1,-100
"2944 MOSSDALE DR",37013,1,0,-1,-100
"2945 BERRY HILL DR",37204,1,0,-1,-100
"2947 HILLHURST DR",37207,1,0,-1,-100
"2948 SIDCO DR",37204,1,0,-1,-100
"295 DELLWAY VILLA RD",37207,1,0,-1,-100
"295 DRIFTWOOD ST",37210,2,1,-1,-50
"295 E THOMPSON LN",37217,1,0,-1,-100
"2950 MORGAN RD",37080,1,0,-1,-100
"2950 NOLENSVILLE PKE",37211,1,0,-1,-100
"2951 HILLHURST DR",37207,1,0,-1,-100
"2952 BRANTLEY DR",37013,1,0,-1,-100
"2953 NAUTILUS DR",37217,1,0,-1,-100
"2956 KINWOOD DR",37013,1,0,-1,-100
"2956 MCGAVOCK PIKE",37214,1,0,-1,-100
"2960 FOSTER CREIGHTON DR",37204,1,0,-1,-100
"2965 NAUTILUS DR",37217,1,0,-1,-100
"2968 CLAYMILLE BLVD",37207,1,0,-1,-100
"2973 CLAY LICK RD",37189,1,0,-1,-100
"2974 MCGAVOCK PIKE",37214,1,0,-1,-100
"298 OLDHAM ST",37213,1,0,-1,-100
"298 PARAGON MILLS RD",37211,1,0,-1,-100
"2984 BABY RUTH LN",37013,2,1,-1,-50
"2988 OWENDALE DR",37013,1,0,-1,-100
"299 TUSCULUM RD",37211,1,0,-1,-100
"2998 BABY RUTH LN",37013,1,0,-1,-100
"29TH AV N / ALBION ST",37209,1,0,-1,-100
"29TH AV N / BATAVIA ST",37209,1,0,-1,-100
"2ND AV / MAPLE ST",37115,1,0,-1,-100
"2ND AV N / COMMERCE ST",37201,1,0,-1,-100
"2ND AV N / GAY ST",37201,1,0,-1,-100
"2ND AV N / JEFFERSON ST",37208,1,0,-1,-100
"2ND AV S / BROADWAY",37201,1,0,-1,-100
"2ND AV S / I40 W",37210,1,0,-1,-100
"2ND AV S / KOREAN VETERANS BLVD",37201,1,0,-1,-100
"2ND AV S / LAFAYETTE ST",37210,1,0,-1,-100
"2ND AV S / MCCANN ST",37210,1,0,-1,-100
"2ND AV S / PEABODY ST",37210,1,0,-1,-100
"3 DECATUR ST",37210,3,2,-1,-33
"3 FERN AVE",37207,1,0,-1,-100
"3 LINDSLEY AVE",37210,2,1,-1,-50
"30 BURTON HILLS BLVD",37215,1,0,-1,-100
"30 TERMINAL DR",37214,1,0,-1,-100
"300 10TH AVE S",37203,1,0,-1,-100
"300 20TH AV N",37203,1,0,-1,-100
"300 31ST AVE N",37203,1,0,-1,-100
"300 EDITH AV",37207,1,0,-1,-100
"300 JACKSONIAN DR",37076,1,0,-1,-100
"300 JEFFERSON ST",37208,1,0,-1,-100
"300 LUNA DR",37211,1,0,-1,-100
"300 MAY DR",37115,1,0,-1,-100
"300 MCCANN ST",37210,1,0,-1,-100
"300 MELPAR DR",37211,1,0,-1,-100
"300 MICHAEL DR",37214,1,0,-1,-100
"300 MOSS TRL",37072,1,0,-1,-100
"300 RAYWOOD CT",37211,1,0,-1,-100
"300 S 4TH ST",37206,1,0,-1,-100
"300 SENECA DR",37214,1,0,-1,-100
"300 TANKSLEY AVE",37211,1,0,-1,-100
"300 VALERIA ST",37210,1,0,-1,-100
"3000 BABY RUTH LN",37013,1,0,-1,-100
"3000 CLARE AVE",37209,1,0,-1,-100
"3000 CLARKSVILLE PIKE",37218,1,0,-1,-100
"3000 DICKERSON PKE",37207,1,0,-1,-100
"3000 SIMMONS AV",37211,1,0,-1,-100
"3000 STOKERS LN",37218,1,0,-1,-100
"3001 DICKERSON PKE",37207,1,0,-1,-100
"3001 HUMMINGBIRD DR",37218,1,0,-1,-100
"3002 HAMILTON CHURCH RD",37013,1,0,-1,-100
"3002 SIMMONS AVE",37211,1,0,-1,-100
"3003 DICKERSON PKE",37207,1,0,-1,-100
"3004 FRANKLIN PKE",37204,1,0,-1,-100
"3004 GWYNNWOOD DR",37207,1,0,-1,-100
"3004 LYTLE DR",37218,1,0,-1,-100
"3005 CLAY LICK RD",37189,1,0,-1,-100
"3007 CLIFTON AVE",37209,1,0,-1,-100
"3008 BARBARA LYNN WAY",37207,1,0,-1,-100
"3008 CLIFF DR",37218,1,0,-1,-100
"3008 CLIFTON AV",37209,1,0,-1,-100
"3008 OAKLAND AVE",37212,1,0,-1,-100
"3009 FIELDSTONE DR",37013,1,0,-1,-100
"3009 HUMMINGBIRD DR",37218,1,0,-1,-100
"3009 OLD HICKORY BLVD",37138,1,0,-1,-100
"301 33RD AVE N",37209,1,0,-1,-100
"301 6TH AVE N",37203,1,0,-1,-100
"301 BELLSHIRE TERRACE CT",37207,1,0,-1,-100
"301 BROOKS MILL CIR",37076,1,0,-1,-100
"301 CEDARVIEW DR",37013,1,0,-1,-100
"301 CLAY ST",37208,1,0,-1,-100
"301 CONNARE DR",37115,1,0,-1,-100
"301 DRAPER CIR",37072,1,0,-1,-100
"301 FARRIS AV",37115,1,0,-1,-100
"301 GATES RD",37072,1,0,-1,-100
"301 HITT LN",37072,1,0,-1,-100
"301 LONG HOLLOW PIKE",37072,2,1,-1,-50
"301 MARSHALL ST",37207,1,0,-1,-100
"301 PEACHTREE ST",37210,1,0,-1,-100
"301 W MONTICELLO AVE",37072,1,0,-1,-100
"301 WOODLAND ST",37206,2,1,-1,-50
"3010 CONVISER DR",37207,1,0,-1,-100
"3010 DICKERSON PKE",37207,1,0,-1,-100
"3011 ARMORY DR",37204,1,0,-1,-100
"3011 NOLENSVILLE PKE",37211,1,0,-1,-100
"3012 DELAWARE AVE",37209,1,0,-1,-100
"3012 TOWNE VALLEY RD",37013,1,0,-1,-100
"3013 KINWOOD DR",37013,1,0,-1,-100
"3017 CREEKWOOD DR",37207,1,0,-1,-100
"3017 SUNNYVIEW DR",37218,1,0,-1,-100
"3018 DELAWARE AV",37209,1,0,-1,-100
"3019 HYDES FERRY RD",37218,1,0,-1,-100
"302 11TH AV S",37203,1,0,-1,-100
"302 CATHY JO DR",37211,1,0,-1,-100
"302 COLLIER AVE",37211,1,0,-1,-100
"302 DORR DR",37072,1,0,-1,-100
"302 UTLEY DR",37072,1,0,-1,-100
"302 W TRINITY LN",37207,1,0,-1,-100
"3020 CASA DR",37214,1,0,-1,-100
"3020 CHARLOTTE AVE",37209,1,0,-1,-100
"3020 KINWOOD DR",37013,1,0,-1,-100
"3020 OWENDALE DR",37013,1,0,-1,-100
"3021 DICKERSON PKE",37207,1,0,-1,-100
"3023 HARLIN DR",37211,1,0,-1,-100
"3024 CHATEAU VALLEY DR",37207,1,0,-1,-100
"3024 GALLATIN PKE",37216,1,0,-1,-100
"3024 KINWOOD DR",37013,1,0,-1,-100
"3026 CHELSEA WAY",37013,1,0,-1,-100
"3027 HARLIN DR",37211,1,0,-1,-100
"3028 BARNES BEND DR",37013,1,0,-1,-100
"3028 BLUFFHOLLOW GAP",37013,1,0,-1,-100
"3028 HIGH RIGGER DR",37013,1,0,-1,-100
"3029 CHATEAU VALLEY DR",37207,1,0,-1,-100
"3029 LAKESHORE DR",37138,1,0,-1,-100
"303 28TH ST",37138,1,0,-1,-100
"303 49TH AVE N",37209,1,0,-1,-100
"303 BRIDGEWAY AVE",37138,1,0,-1,-100
"303 ENSLEY AVE",37138,1,0,-1,-100
"303 HIGHLAND HEIGHTS DR",37072,1,0,-1,-100
"303 KATE ST",37115,1,0,-1,-100
"303 MCCOIN DR",37072,1,0,-1,-100
"303 N 9TH ST",37206,1,0,-1,-100
"303 NIX DR",37115,1,0,-1,-100
"3036 EARHART RD",37076,1,0,-1,-100
"3036 HILLSIDE RD",37207,1,0,-1,-100
"3038 LAKESHORE DR",37138,1,0,-1,-100
"3038 SIDCO DR",37204,1,0,-1,-100
"3039 BRICK CHURCH PKE",37207,1,0,-1,-100
"304 ARBOR KNOLL BLVD",37013,1,0,-1,-100
"304 BROADWAY",37219,1,0,-1,-100
"304 CHAPEL AVE",37206,1,0,-1,-100
"304 ELLEN DR",37072,1,0,-1,-100
"304 MASON LN",37072,1,0,-1,-100
"304 NIX DR",37115,1,0,-1,-100
"304 NORTHCREEK BLVD",37072,1,0,-1,-100
"304 PADDINGTON CT",37013,1,0,-1,-100
"304 S SHORE DR",37013,1,0,-1,-100
"304 WAUFORD DR",37211,1,0,-1,-100
"3041 CASA DR",37214,1,0,-1,-100
"3041 DICKERSON PKE",37207,1,0,-1,-100
"3041 SIDCO DR",37204,1,0,-1,-100
"3044 LINCOYA BAY DR",37214,1,0,-1,-100
"3046 DICKERSON PIKE",37207,1,0,-1,-100
"3046 DICKERSON PKE",37207,1,0,-1,-100
"3046 FRANKLIN PIKE",37204,1,0,-1,-100
"3048 DICKERSON PKE",37207,1,0,-1,-100
"3049 LINCOYA BAY DR",37214,1,0,-1,-100
"305 3RD AV S",37201,1,0,-1,-100
"305 APRIL LN",37211,1,0,-1,-100
"305 CANA CIR",37205,1,0,-1,-100
"305 CONNIE AV",37072,1,0,-1,-100
"305 DELLWAY VILLA RD",37207,1,0,-1,-100
"305 DINWIDDIE DR",37115,2,1,-1,-50
"305 FOOTHILL CT",37217,1,0,-1,-100
"305 GARDEN VIEW CT",37013,1,0,-1,-100
"305 KATE ST",37115,3,2,-1,-33
"305 MILLIKEN BEND RD",37115,1,0,-1,-100
"305 SHUTE LN",37138,1,0,-1,-100
"305 SINGER DR",37115,1,0,-1,-100
"3050 BRICK CHURCH PKE",37207,1,0,-1,-100
"3051 BOULDER PARK DR",37214,1,0,-1,-100
"3053 FIELDSTONE DR",37013,1,0,-1,-100
"3056 BRANTLEY DR",37013,1,0,-1,-100
"3056 REELFOOT DR",37214,1,0,-1,-100
"3057 FREEMAN HOLLOW RD",37072,1,0,-1,-100
"3058 RICHMOND HILL DR",37207,1,0,-1,-100
"306 CHAMBERLIN STS",37209,1,0,-1,-100
"306 CHURCHILL CRSG",37115,1,0,-1,-100
"306 GAY ST",37201,1,0,-1,-100
"306 HAWK VIEW CT",37207,1,0,-1,-100
"306 HONEYHILL DR",37217,1,0,-1,-100
"306 PARAGON MILLS RD",37211,1,0,-1,-100
"306 RISING SUN LN",37138,1,0,-1,-100
"306 S 6TH ST",37206,1,0,-1,-100
"306 WHITE BRIDGE PKE",37209,1,0,-1,-100
"3065 LINCOYA BAY DR",37214,1,0,-1,-100
"3067 GWYNNWOOD DR",37207,1,0,-1,-100
"307 BONNACROFT DR",37076,1,0,-1,-100
"307 CHURCH ST",37072,1,0,-1,-100
"307 DELLWAY VILLA RD",37207,1,0,-1,-100
"307 E THOMPSON LN",37217,1,0,-1,-100
"307 JOYNER AV",37210,1,0,-1,-100
"307 LONG HOLLOW PIKE",37072,1,0,-1,-100
"307 WILBURN ST",37207,1,0,-1,-100
"3074 SIDCO DR",37204,1,0,-1,-100
"3076 REELFOOT DR",37214,1,0,-1,-100
"3077 BRANTLEY DR",37013,1,0,-1,-100
"308 BROOKS MILL CIR",37076,1,0,-1,-100
"308 DERBY TRCE",37211,1,0,-1,-100
